meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,swim_time_as_time,alt_adjust_flag,converted_time_flag,elig_period_code,standard_name,RANK,full_desc_intl,fina_points,meet_city,country_code,time_is_for_ineligible_secondary_team_yn
"National Spring Championships","1:58.05","4/21/2016","200 Backstroke LCM Male","ITA","Italy","Mencarini, Luca","M","9/18/1995","67","1/1/1900 12:01:58 AM","","","","""A""","35","200 Metres Backstroke Male LC","852","Riccione","ITA","N"
"Hungarian Swimming Championchip","1:58.14","4/14/2016","200 Backstroke LCM Male","HUN","Hungary","Zambo, Balazs","M","4/26/1992","67","1/1/1900 12:01:58 AM","","","","""A""","36","200 Metres Backstroke Male LC","850","Gyor","HUN","N"
"U.S. Olympic Team Trials - Swimming","1:58.20","6/30/2016","200 Backstroke LCM Male","CAN","Canada","Stuart, Hennessey","M","5/15/1995","67","1/1/1900 12:01:58 AM","","","","""A""","37","200 Metres Backstroke Male LC","848","Omaha, NE","USA","N"
"2016 Canadian Olympic Swimming Trials","1:58.31","4/9/2016","200 Backstroke LCM Male","CAN","Canada","Dezwirek, Jeremie","M","5/29/1993","67","1/1/1900 12:01:58 AM","","","","""B""","38","200 Metres Backstroke Male LC","846","Toronto","CAN","N"
"U.S. Olympic Team Trials - Swimming","1:58.35","6/30/2016","200 Backstroke LCM Male","USA","United States","Griffin, Carter","M","5/4/1995","67","1/1/1900 12:01:58 AM","","","","""B""","39","200 Metres Backstroke Male LC","845","Omaha, NE","USA","N"
"British Championships 2016","1:58.47","4/17/2016","200 Backstroke LCM Male","GBR","Great Britain","Mohammed, Xavier","M","3/28/1990","67","1/1/1900 12:01:58 AM","","","","""B""","40","200 Metres Backstroke Male LC","843","Glasgow","GBR","N"
"Championnats de France Elite","1:58.48","3/31/2016","200 Backstroke LCM Male","FRA","France","Stasiulis, Benjamin","M","7/20/1986","67","1/1/1900 12:01:58 AM","","","","""B""","41","200 Metres Backstroke Male LC","842","Montpellier","FRA","N"
"British Championships 2016","1:58.63","4/17/2016","200 Backstroke LCM Male","GBR","Great Britain","McNally, Craig","M","12/22/1992","67","1/1/1900 12:01:58 AM","","","","""B""","42","200 Metres Backstroke Male LC","839","Glasgow","GBR","N"
"Sa National Aquatic Championships","1:58.65","4/14/2016","200 Backstroke LCM Male","RSA","South Africa","Reid, Christopher","M","1/10/1996","67","1/1/1900 12:01:58 AM","","","","""B""","43","200 Metres Backstroke Male LC","839","Durban","RSA","N"
"U.S. Olympic Team Trials - Swimming","1:58.74","6/30/2016","200 Backstroke LCM Male","USA","United States","Mulcare, Patrick","M","5/20/1996","67","1/1/1900 12:01:58 AM","","","","""B""","44","200 Metres Backstroke Male LC","837","Omaha, NE","USA","N"
"Longhorn Aquatics Elite Invite","1:58.74","6/4/2016","200 Backstroke LCM Male","USA","United States","Roberts, Jonathan","M","9/8/1995","67","1/1/1900 12:01:58 AM","","","","""B""","44","200 Metres Backstroke Male LC","837","Austin","","N"
"Hungarian Swimming Championchip","1:58.82","4/14/2016","200 Backstroke LCM Male","HUN","Hungary","Telegdy, Adam","M","1/1/1995","67","1/1/1900 12:01:58 AM","","","","""B""","46","200 Metres Backstroke Male LC","835","Gyor","HUN","N"
"British Championships 2016","1:58.88","4/17/2016","200 Backstroke LCM Male","GBR","Great Britain","Patching, Joe","M","4/16/1994","67","1/1/1900 12:01:58 AM","","","","""B""","47","200 Metres Backstroke Male LC","834","Glasgow","GBR","N"
"53rd Trofeo Sette Colli","1:58.94","6/26/2016","200 Backstroke LCM Male","ITA","Italy","Malerba, Michele","M","2/7/1991","67","1/1/1900 12:01:58 AM","","","","""B""","48","200 Metres Backstroke Male LC","833","Rome","ITA","N"
"National Spring Championships","1:58.96","4/21/2016","200 Backstroke LCM Male","ITA","Italy","Sabbioni, Simone","M","10/3/1996","67","1/1/1900 12:01:58 AM","","","","""B""","49","200 Metres Backstroke Male LC","832","Riccione","ITA","N"
"U.S. Olympic Team Trials - Swimming","1:59.04","6/30/2016","200 Backstroke LCM Male","USA","United States","Ress, Justin","M","8/3/1997","67","1/1/1900 12:01:59 AM","","","","""B""","50","200 Metres Backstroke Male LC","831","Omaha, NE","USA","N"
"2016 Canadian Olympic & Para S","1:59.04","4/9/2016","200 Backstroke LCM Male","NZL","New Zealand","Main, Corey","M","2/27/1995","67","1/1/1900 12:01:59 AM","","","","""B""","50","200 Metres Backstroke Male LC","831","Toronto","CAN","N"
"Mare Nostrum - Spanish Grand Prix","29.98","6/11/2016","50 Breaststroke LCM Female","LTU","Lithuania","Meilutyte, Ruta","F","3/19/1997","68","1/1/1900 12:00:29 AM","","","","n/a","1","50 Metres Breaststroke Female LC","982","Barcelona","ESP","N"
"2016 Charlotte PSS","30.35","5/15/2016","50 Breaststroke LCM Female","USA","United States","King, Lilly","F","2/10/1997","68","1/1/1900 12:00:30 AM","","","","n/a","2","50 Metres Breaststroke Female LC","946","Charlotte","USA","N"
"2016 Charlotte PSS","30.42","5/15/2016","50 Breaststroke LCM Female","USA","United States","Meili, Katie","F","4/16/1991","68","1/1/1900 12:00:30 AM","","","","n/a","3","50 Metres Breaststroke Female LC","940","Charlotte","USA","N"
"2016 Australian Champs","30.58","4/13/2016","50 Breaststroke LCM Female","AUS","Australia","Bohl, Georgia","F","4/11/1997","68","1/1/1900 12:00:30 AM","","","","n/a","4","50 Metres Breaststroke Female LC","925","Adelaide","AUS","N"
"2016 Australian Champs","30.71","4/13/2016","50 Breaststroke LCM Female","SWE","Sweden","Johansson, Jennie","F","6/15/1988","68","1/1/1900 12:00:30 AM","","","","n/a","5","50 Metres Breaststroke Female LC","913","Adelaide","AUS","N"
"2016 Charlotte PSS","30.77","5/15/2016","50 Breaststroke LCM Female","JAM","Jamaica","Atkinson, Alia","F","12/11/1988","68","1/1/1900 12:00:30 AM","","","","n/a","6","50 Metres Breaststroke Female LC","908","Charlotte","USA","N"
"6th Milano Trophy","30.79","3/20/2016","50 Breaststroke LCM Female","ITA","Italy","Carraro, Martina","F","6/21/1993","68","1/1/1900 12:00:30 AM","","","","n/a","7","50 Metres Breaststroke Female LC","906","Milano","ITA","N"
"Mare Nostrum - Spanish Grand Prix","30.79","6/11/2016","50 Breaststroke LCM Female","GBR","Great Britain","Vasey, Sarah","F","8/29/1996","68","1/1/1900 12:00:30 AM","","","","n/a","7","50 Metres Breaststroke Female LC","906","Barcelona","ESP","N"
"LEN European Aquatics Champs","30.81","5/16/2016","50 Breaststroke LCM Female","FIN","Finland","Laukkanen, Jenna","F","3/2/1995","68","1/1/1900 12:00:30 AM","","","","n/a","9","50 Metres Breaststroke Female LC","904","London","GBR","N"
"LEN European Aquatics Champs","30.83","5/16/2016","50 Breaststroke LCM Female","ISL","Iceland","Luthersdottir, Hrafnhildur","F","8/2/1991","68","1/1/1900 12:00:30 AM","","","","n/a","10","50 Metres Breaststroke Female LC","903","London","GBR","N"
"LEN European Aquatics Champs","30.90","5/16/2016","50 Breaststroke LCM Female","UKR","Ukraine","Liver, Mariia","F","11/11/1990","68","1/1/1900 12:00:30 AM","","","","n/a","11","50 Metres Breaststroke Female LC","896","London","GBR","N"
"LEN European Aquatics Champs","30.95","5/16/2016","50 Breaststroke LCM Female","SWE","Sweden","Hansson, Sophie","F","1/1/1998","68","1/1/1900 12:00:30 AM","","","","n/a","12","50 Metres Breaststroke Female LC","892","London","GBR","N"
"LEN: European Championships","30.95","5/21/2016","50 Breaststroke LCM Female","RUS","Russia","Ivaneeva, Natalia","F","2/9/1990","68","1/1/1900 12:00:30 AM","","","","n/a","12","50 Metres Breaststroke Female LC","892","London","GBR","N"
"2016 Konami Open","30.96","2/19/2016","50 Breaststroke LCM Female","JPN","Japan","Suzuki, Satomi","F","1/29/1991","68","1/1/1900 12:00:30 AM","","","","n/a","14","50 Metres Breaststroke Female LC","891","Tokyo","JPN","N"
"LEN European Aquatics Champs","30.98","5/16/2016","50 Breaststroke LCM Female","FIN","Finland","Kivirinta, Veera","F","4/6/1995","68","1/1/1900 12:00:30 AM","","","","n/a","15","50 Metres Breaststroke Female LC","890","London","GBR","N"
"Open Belgian Championships Swimming 2016","30.99","5/27/2016","50 Breaststroke LCM Female","BEL","Belgium","Lecluyse, Fanny","F","3/11/1992","68","1/1/1900 12:00:30 AM","","","","n/a","16","50 Metres Breaststroke Female LC","889","Antwerpen","BEL","N"
"National Spring Championships","31.02","4/22/2016","50 Breaststroke LCM Female","ITA","Italy","Castiglioni, Arianna","F","8/15/1997","68","1/1/1900 12:00:31 AM","","","","n/a","17","50 Metres Breaststroke Female LC","886","Riccione","ITA","N"
"2016 Australian Champs","31.04","4/13/2016","50 Breaststroke LCM Female","AUS","Australia","Hunter, Sally","F","4/13/1985","68","1/1/1900 12:00:31 AM","","","","n/a","18","50 Metres Breaststroke Female LC","884","Adelaide","AUS","N"
"Flanders Speedo Cup 2016","31.10","1/24/2016","50 Breaststroke LCM Female","GBR","Great Britain","Clark, Imogen","F","6/1/1999","68","1/1/1900 12:00:31 AM","","","","n/a","19","50 Metres Breaststroke Female LC","879","Antwerpen","BEL","N"
"49e CIG Challenge International de Geneve","31.12","1/22/2016","50 Breaststroke LCM Female","USA","United States","Hannis, Molly","F","3/13/1992","68","1/1/1900 12:00:31 AM","","","","n/a","20","50 Metres Breaststroke Female LC","878","Geneva","SUI","N"
"LEN: European Championships","31.13","5/21/2016","50 Breaststroke LCM Female","CZE","Czech Republic","Chocova, Petra","F","8/16/1986","68","1/1/1900 12:00:31 AM","","","","n/a","21","50 Metres Breaststroke Female LC","877","London","GBR","N"
"2016 Canadian Olympic Swimming Trials","31.19","4/5/2016","50 Breaststroke LCM Female","CAN","Canada","Nicol, Rachel","F","2/16/1993","68","1/1/1900 12:00:31 AM","","","","n/a","22","50 Metres Breaststroke Female LC","872","Toronto","CAN","N"
"2016 Canadian Olympic Swimming Trials","31.28","4/5/2016","50 Breaststroke LCM Female","CAN","Canada","Van Beilen, Tera","F","3/30/1993","68","1/1/1900 12:00:31 AM","","","","n/a","23","50 Metres Breaststroke Female LC","864","Toronto","CAN","N"
"Meeting Open de la Mediterranee Circuit FFN - Gold","31.30","3/4/2016","50 Breaststroke LCM Female","TUR","Turkey","Gunes, Viktoria Zeynep","F","6/19/1998","68","1/1/1900 12:00:31 AM","","","","n/a","24","50 Metres Breaststroke Female LC","863","Marseille","FRA","N"
"2016 GU TAMU Senior Circuit #2","31.31","6/11/2016","50 Breaststroke LCM Female","USA","United States","Larson, Breeja","F","4/16/1992","68","1/1/1900 12:00:31 AM","","","","n/a","25","50 Metres Breaststroke Female LC","862","College Station","","N"
"Meeting International de Canet-en-Roussillon","31.34","6/9/2016","50 Breaststroke LCM Female","BRA","Brazil","Conceicao, Jhennifer A","F","6/13/1997","68","1/1/1900 12:00:31 AM","","","","n/a","26","50 Metres Breaststroke Female LC","859","Canet-en-Roussillon","FRA","N"
"Swim Open Stockholm","31.35","3/31/2016","50 Breaststroke LCM Female","NED","Netherlands","Nijhuis, Moniek","F","3/20/1988","68","1/1/1900 12:00:31 AM","","","","n/a","27","50 Metres Breaststroke Female LC","858","Stockholm","SWE","N"
"2016 Australian Champs","31.36","4/7/2016","50 Breaststroke LCM Female","AUS","Australia","Pickett, Leiston","F","2/6/1992","68","1/1/1900 12:00:31 AM","","","","n/a","28","50 Metres Breaststroke Female LC","858","Adelaide","AUS","N"
"Japan Open 2016","31.36","5/21/2016","50 Breaststroke LCM Female","JPN","Japan","Teramura, Miho","F","9/27/1994","68","1/1/1900 12:00:31 AM","","","","n/a","28","50 Metres Breaststroke Female LC","858","Tokyo","JPN","N"
"Japan Open 2016","31.38","5/21/2016","50 Breaststroke LCM Female","JPN","Japan","Watanabe, Kanako","F","11/15/1996","68","1/1/1900 12:00:31 AM","","","","n/a","30","50 Metres Breaststroke Female LC","856","Tokyo","JPN","N"
"Russian National Championships","31.39","4/16/2016","50 Breaststroke LCM Female","RUS","Russia","Ganus, Anna","F","11/6/1997","68","1/1/1900 12:00:31 AM","","","","n/a","31","50 Metres Breaststroke Female LC","855","Moscow","RUS","N"
"British Championships 2016","31.40","4/12/2016","50 Breaststroke LCM Female","GBR","Great Britain","Scott, Corrie","F","8/17/1993","68","1/1/1900 12:00:31 AM","","","","n/a","32","50 Metres Breaststroke Female LC","854","Glasgow","GBR","N"
"Swim Open Stockholm","31.41","3/31/2016","50 Breaststroke LCM Female","POL","Poland","Sztandera, Dominika","F","1/19/1997","68","1/1/1900 12:00:31 AM","","","","n/a","33","50 Metres Breaststroke Female LC","853","Stockholm","SWE","N"
"2016 NSW State Open Championships","31.44","3/6/2016","50 Breaststroke LCM Female","AUS","Australia","Tonks, Lorna","F","12/8/1988","68","1/1/1900 12:00:31 AM","","","","n/a","34","50 Metres Breaststroke Female LC","851","Sydney","AUS","N"
"2016 Charlotte PSS","31.48","5/15/2016","50 Breaststroke LCM Female","USA","United States","McClellan, Emily","F","6/21/1992","68","1/1/1900 12:00:31 AM","","","","n/a","35","50 Metres Breaststroke Female LC","848","Charlotte","USA","N"
"Japan Swim 2016","31.51","4/4/2016","50 Breaststroke LCM Female","JPN","Japan","Matsushima, Mina","F","1/25/1991","68","1/1/1900 12:00:31 AM","","","","n/a","36","50 Metres Breaststroke Female LC","845","Tokyo","JPN","N"
"Swim Open Stockholm","31.52","3/31/2016","50 Breaststroke LCM Female","SWE","Sweden","Eriksson, Jessica","F","6/27/1993","68","1/1/1900 12:00:31 AM","","","","n/a","37","50 Metres Breaststroke Female LC","845","Stockholm","SWE","N"
"2016 Australian Champs","31.53","4/7/2016","50 Breaststroke LCM Female","AUS","Australia","Hansen, Jessica","F","6/30/1995","68","1/1/1900 12:00:31 AM","","","","n/a","38","50 Metres Breaststroke Female LC","844","Adelaide","AUS","N"
"National Spring Championships","31.56","4/22/2016","50 Breaststroke LCM Female","ITA","Italy","Scarcella, Ilaria","F","7/6/1993","68","1/1/1900 12:00:31 AM","","","","n/a","39","50 Metres Breaststroke Female LC","841","Riccione","ITA","N"
"National Spring Championships","31.58","4/22/2016","50 Breaststroke LCM Female","ITA","Italy","Guzzetti, Michela","F","4/29/1992","68","1/1/1900 12:00:31 AM","","","","n/a","40","50 Metres Breaststroke Female LC","840","Riccione","ITA","N"
"British Championships 2016","31.58","4/12/2016","50 Breaststroke LCM Female","GBR","Great Britain","O'Connor, Siobhan-Marie","F","11/29/1995","68","1/1/1900 12:00:31 AM","","","","n/a","40","50 Metres Breaststroke Female LC","840","Glasgow","GBR","N"
"Japan Open 2016","31.58","5/21/2016","50 Breaststroke LCM Female","JPN","Japan","Sekiguchi, Misaki","F","4/28/1996","68","1/1/1900 12:00:31 AM","","","","n/a","40","50 Metres Breaststroke Female LC","840","Tokyo","JPN","N"
"Edinburgh International","31.60","3/13/2016","50 Breaststroke LCM Female","HKG","Hong Kong","Kong, Yvette","F","1/18/1993","68","1/1/1900 12:00:31 AM","","","","n/a","43","50 Metres Breaststroke Female LC","838","Edinburgh","GBR","N"
"Romanian International Swimming Championships 2016","31.65","5/27/2016","50 Breaststroke LCM Female","MDA","MDA","Chisca, Tatiana","F","7/19/1995","68","1/1/1900 12:00:31 AM","","","","n/a","44","50 Metres Breaststroke Female LC","834","Bucharest","ROU","N"
"LEN: European Championships","31.66","5/21/2016","50 Breaststroke LCM Female","CZE","Czech Republic","Moravcikova, Martina","F","8/13/1988","68","1/1/1900 12:00:31 AM","","","","n/a","45","50 Metres Breaststroke Female LC","833","London","GBR","N"
"LEN: European Championships","31.66","5/21/2016","50 Breaststroke LCM Female","IRL","Ireland","Doyle, Fiona","F","10/4/1991","68","1/1/1900 12:00:31 AM","","","","n/a","45","50 Metres Breaststroke Female LC","833","London","GBR","N"
"Mare Nostrum MONACO","31.66","6/5/2016","50 Breaststroke LCM Female","MAS","Malaysia","Phee, Jinq En","F","11/29/1997","68","1/1/1900 12:00:31 AM","","","","n/a","45","50 Metres Breaststroke Female LC","833","Montecarlo","MON","N"
"Japan Swim 2016","31.66","4/4/2016","50 Breaststroke LCM Female","JPN","Japan","Aoki, Reona","F","2/24/1995","68","1/1/1900 12:00:31 AM","","","","n/a","45","50 Metres Breaststroke Female LC","833","Tokyo","JPN","N"
"Singapura  Finance 47th SNAG - Senior","31.68","3/17/2016","50 Breaststroke LCM Female","USA","United States","Lawrence, Micah","F","7/20/1990","68","1/1/1900 12:00:31 AM","","","","n/a","49","50 Metres Breaststroke Female LC","832","Singapore","SIN","N"
"Swim Cup Eindhoven 2016","31.69","4/8/2016","50 Breaststroke LCM Female","DEN","Denmark","Pedersen, Rikke","F","1/9/1989","68","1/1/1900 12:00:31 AM","","","","n/a","50","50 Metres Breaststroke Female LC","831","Eindhoven","NED","N"
"2016 Australian Champs","31.69","4/7/2016","50 Breaststroke LCM Female","AUS","Australia","McKeown, Taylor","F","3/17/1995","68","1/1/1900 12:00:31 AM","","","","n/a","50","50 Metres Breaststroke Female LC","831","Adelaide","AUS","N"
"LEN European Aquatics Champs","26.66","5/16/2016","50 Breaststroke LCM Male","GBR","Great Britain","Peaty, Adam","M","12/28/1994","68","1/1/1900 12:00:26 AM","","","","n/a","1","50 Metres Breaststroke Male LC","1001","London","GBR","N"
"Mare Nostrum - Spanish Grand Prix","26.93","6/12/2016","50 Breaststroke LCM Male","BRA","Brazil","Franca Silva, Felipe","M","5/14/1987","68","1/1/1900 12:00:26 AM","","","","n/a","2","50 Metres Breaststroke Male LC","971","Barcelona","ESP","N"
"Swim Open Stockholm","27.08","4/2/2016","50 Breaststroke LCM Male","RSA","South Africa","van der Burgh, Cameron","M","5/25/1988","68","1/1/1900 12:00:27 AM","","","","n/a","3","50 Metres Breaststroke Male LC","955","Stockholm","SWE","N"
"LEN European Aquatics Champs","27.09","5/16/2016","50 Breaststroke LCM Male","SLO","Slovenia","Stevens, Peter","M","6/1/1995","68","1/1/1900 12:00:27 AM","","","","n/a","4","50 Metres Breaststroke Male LC","954","London","GBR","N"
"Russian National Championships","27.14","4/16/2016","50 Breaststroke LCM Male","RUS","Russia","Nikolaev, Andrey","M","4/26/1992","68","1/1/1900 12:00:27 AM","","","","n/a","5","50 Metres Breaststroke Male LC","948","Moscow","RUS","N"
"Mare Nostrum - Spanish Grand Prix","27.21","6/12/2016","50 Breaststroke LCM Male","BRA","Brazil","Gomes, Joao","M","1/21/1986","68","1/1/1900 12:00:27 AM","","","","n/a","6","50 Metres Breaststroke Male LC","941","Barcelona","ESP","N"
"LEN European Aquatics Champs","27.25","5/16/2016","50 Breaststroke LCM Male","GBR","Great Britain","Murdoch, Ross","M","1/14/1994","68","1/1/1900 12:00:27 AM","","","","n/a","7","50 Metres Breaststroke Male LC","937","London","GBR","N"
"2016 NZ Open Championships","27.29","3/28/2016","50 Breaststroke LCM Male","NZL","New Zealand","Snyders, Glenn","M","4/7/1987","68","1/1/1900 12:00:27 AM","","","","n/a","8","50 Metres Breaststroke Male LC","933","Auckland","NZL","N"
"National Open Winter Swimming Championships","27.34","3/4/2016","50 Breaststroke LCM Male","GRE","Greece","Samilidis, Panagiotis","M","8/9/1993","68","1/1/1900 12:00:27 AM","","","","n/a","9","50 Metres Breaststroke Male LC","928","Piraeus","GRE","N"
"53rd Trofeo Sette Colli","27.34","6/25/2016","50 Breaststroke LCM Male","LTU","Lithuania","Titenis, Giedrius","M","7/21/1989","68","1/1/1900 12:00:27 AM","","","","n/a","9","50 Metres Breaststroke Male LC","928","Rome","ITA","N"
"53rd Trofeo Sette Colli","27.35","6/25/2016","50 Breaststroke LCM Male","ITA","Italy","Toniato, Andrea","M","2/27/1991","68","1/1/1900 12:00:27 AM","","","","n/a","11","50 Metres Breaststroke Male LC","927","Rome","ITA","N"
"128. Deutsche Meisterschaften 2016","27.37","5/6/2016","50 Breaststroke LCM Male","GER","Germany","Schwingenschlogl, Fabian","M","8/15/1991","68","1/1/1900 12:00:27 AM","","","","n/a","12","50 Metres Breaststroke Male LC","925","Berlin","GER","N"
"2016 Charlotte PSS","27.39","5/15/2016","50 Breaststroke LCM Male","USA","United States","Miller, Cody","M","1/9/1992","68","1/1/1900 12:00:27 AM","","","","n/a","13","50 Metres Breaststroke Male LC","923","Charlotte","USA","N"
"53rd Trofeo Sette Colli","27.42","6/25/2016","50 Breaststroke LCM Male","ITA","Italy","Martinenghi, Nicolo'","M","8/1/1999","68","1/1/1900 12:00:27 AM","","","","n/a","14","50 Metres Breaststroke Male LC","920","Rome","ITA","N"
"LEN: European Championships","27.46","5/20/2016","50 Breaststroke LCM Male","SLO","Slovenia","Dugonjic, Damir","M","2/21/1988","68","1/1/1900 12:00:27 AM","","","","n/a","15","50 Metres Breaststroke Male LC","916","London","GBR","N"
"Sa National Aquatic Championships","27.50","4/16/2016","50 Breaststroke LCM Male","RSA","South Africa","Zorzi, Gulio","M","1/3/1989","68","1/1/1900 12:00:27 AM","","","","n/a","16","50 Metres Breaststroke Male LC","912","Durban","RSA","N"
"Japan Open 2016","27.52","5/21/2016","50 Breaststroke LCM Male","JPN","Japan","Ueno, Masato","M","5/7/1994","68","1/1/1900 12:00:27 AM","","","","n/a","17","50 Metres Breaststroke Male LC","910","Tokyo","JPN","N"
"LEN: European Championships","27.54","5/20/2016","50 Breaststroke LCM Male","SRB","Serbia","Siladi, Caba","M","8/23/1990","68","1/1/1900 12:00:27 AM","","","","n/a","18","50 Metres Breaststroke Male LC","908","London","GBR","N"
"LEN: European Championships","27.54","5/21/2016","50 Breaststroke LCM Male","SWE","Sweden","Skagius, Johannes","M","2/10/1995","68","1/1/1900 12:00:27 AM","","","","n/a","18","50 Metres Breaststroke Male LC","908","London","GBR","N"
"2016 NSW State Open Championships","27.59","3/4/2016","50 Breaststroke LCM Male","AUS","Australia","Packard, Jake","M","6/20/1994","68","1/1/1900 12:00:27 AM","","","","n/a","20","50 Metres Breaststroke Male LC","903","Sydney","AUS","N"
"2016 NZ Open Championships","27.61","3/28/2016","50 Breaststroke LCM Male","NZL","New Zealand","Shead, Matt","M","1/14/1989","68","1/1/1900 12:00:27 AM","","","","n/a","21","50 Metres Breaststroke Male LC","901","Auckland","NZL","N"
"18th Luxembourg Euro-Meet 2016","27.61","1/30/2016","50 Breaststroke LCM Male","IRL","Ireland","Murphy, Alexander","M","6/11/1995","68","1/1/1900 12:00:27 AM","","","","n/a","21","50 Metres Breaststroke Male LC","901","Luxembourg","LUX","N"
"Mare Nostrum MONACO","27.61","6/5/2016","50 Breaststroke LCM Male","RSA","South Africa","Crous, Jarred","M","6/27/1996","68","1/1/1900 12:00:27 AM","","","","n/a","21","50 Metres Breaststroke Male LC","901","Montecarlo","MON","N"
"Meeting Open de la Mediterranee Circuit FFN - Gold","27.62","3/4/2016","50 Breaststroke LCM Male","FRA","France","Perez-Dortona, Giacomo","M","11/11/1989","68","1/1/1900 12:00:27 AM","","","","n/a","24","50 Metres Breaststroke Male LC","900","Marseille","FRA","N"
"National Spring Championships","27.63","4/19/2016","50 Breaststroke LCM Male","ITA","Italy","Scozzoli, Fabio","M","8/3/1988","68","1/1/1900 12:00:27 AM","","","","n/a","25","50 Metres Breaststroke Male LC","899","Riccione","ITA","N"
"2016 Charlotte PSS","27.64","5/15/2016","50 Breaststroke LCM Male","CAN","Canada","Block, Jason","M","12/28/1989","68","1/1/1900 12:00:27 AM","","","","n/a","26","50 Metres Breaststroke Male LC","898","Charlotte","USA","N"
"33th Grand Prix of Kranj & Open National Champions","27.64","5/27/2016","50 Breaststroke LCM Male","BLR","Belarus","Shymanovich, Ilya","M","8/2/1994","68","1/1/1900 12:00:27 AM","","","","n/a","26","50 Metres Breaststroke Male LC","898","Kranj","SLO","N"
"53rd Trofeo Sette Colli","27.66","6/25/2016","50 Breaststroke LCM Male","GBR","Great Britain","Weatheritt, Andrew","M","10/7/1991","68","1/1/1900 12:00:27 AM","","","","n/a","28","50 Metres Breaststroke Male LC","896","Rome","ITA","N"
"Antwerp Diamond Speedo Race 2016","27.69","3/6/2016","50 Breaststroke LCM Male","NED","Netherlands","Evenhuis, Timon","M","1/1/1990","68","1/1/1900 12:00:27 AM","","","","n/a","29","50 Metres Breaststroke Male LC","893","Antwerpen","BEL","N"
"Russian National Championships","27.70","4/16/2016","50 Breaststroke LCM Male","RUS","Russia","Zanko, Vsevolod","M","7/30/1995","68","1/1/1900 12:00:27 AM","","","","n/a","30","50 Metres Breaststroke Male LC","892","Moscow","RUS","N"
"Japan Open 2016","27.70","5/21/2016","50 Breaststroke LCM Male","JPN","Japan","Okazaki, Koichiro","M","9/30/1986","68","1/1/1900 12:00:27 AM","","","","n/a","30","50 Metres Breaststroke Male LC","892","Tokyo","JPN","N"
"Japan Open 2016","27.70","5/21/2016","50 Breaststroke LCM Male","JPN","Japan","Koseki, Yasuhiro","M","3/14/1992","68","1/1/1900 12:00:27 AM","","","","n/a","30","50 Metres Breaststroke Male LC","892","Tokyo","JPN","N"
"Russian National Championships","27.71","4/16/2016","50 Breaststroke LCM Male","RUS","Russia","Khomenko, Ilya","M","1/1/1995","68","1/1/1900 12:00:27 AM","","","","n/a","33","50 Metres Breaststroke Male LC","891","Moscow","RUS","N"
"Flanders Speedo Cup 2016","27.71","1/23/2016","50 Breaststroke LCM Male","UZB","Uzbekistan","Mustafin, Vladislav","M","9/26/1995","68","1/1/1900 12:00:27 AM","","","","n/a","33","50 Metres Breaststroke Male LC","891","Antwerpen","BEL","N"
"Japan Open 2016","27.73","5/21/2016","50 Breaststroke LCM Male","JPN","Japan","Nomura, Ryouta","M","5/26/1988","68","1/1/1900 12:00:27 AM","","","","n/a","35","50 Metres Breaststroke Male LC","889","Tokyo","JPN","N"
"LEN: European Championships","27.73","5/20/2016","50 Breaststroke LCM Male","FIN","Finland","Aaltomaa, Sami","M","8/7/1992","68","1/1/1900 12:00:27 AM","","","","n/a","35","50 Metres Breaststroke Male LC","889","London","GBR","N"
"53rd Trofeo Sette Colli","27.74","6/25/2016","50 Breaststroke LCM Male","ITA","Italy","Antonelli, Lorenzo","M","2/5/1993","68","1/1/1900 12:00:27 AM","","","","n/a","37","50 Metres Breaststroke Male LC","888","Rome","ITA","N"
"Meeting International FFN Golden Tour","27.74","2/5/2016","50 Breaststroke LCM Male","BRA","Brazil","Lima, Felipe","M","4/5/1985","68","1/1/1900 12:00:27 AM","","","","n/a","37","50 Metres Breaststroke Male LC","888","Amiens","FRA","N"
"2016 Bahamas National Championships","27.78","6/25/2016","50 Breaststroke LCM Male","PAR","Paraguay","Prono, Renato","M","3/2/1991","68","1/1/1900 12:00:27 AM","","","","n/a","39","50 Metres Breaststroke Male LC","884","Nassau","BAH","N"
"LEN: European Championships","27.78","5/20/2016","50 Breaststroke LCM Male","SVK","Slovakia","Botik, Marek","M","6/28/1991","68","1/1/1900 12:00:27 AM","","","","n/a","39","50 Metres Breaststroke Male LC","884","London","GBR","N"
"LEN: European Championships","27.79","5/20/2016","50 Breaststroke LCM Male","CZE","Czech Republic","Bartunek, Petr","M","1/8/1991","68","1/1/1900 12:00:27 AM","","","","n/a","41","50 Metres Breaststroke Male LC","883","London","GBR","N"
"Singapura  Finance 47th SNAG - Senior","27.79","3/17/2016","50 Breaststroke LCM Male","USA","United States","Cordes, Kevin","M","8/13/1993","68","1/1/1900 12:00:27 AM","","","","n/a","41","50 Metres Breaststroke Male LC","883","Singapore","SIN","N"
"Makedonikoi Agones Swimming Competition","27.80","5/27/2016","50 Breaststroke LCM Male","BUL","Bulgaria","Shumkov, Lachezar","M","2/28/1992","68","1/1/1900 12:00:27 AM","","","","n/a","43","50 Metres Breaststroke Male LC","882","Thessaloniki","GRE","N"
