meet_name,swim_time_relay,swim_date,full_desc,full_desc_intl,team_code,team_short_name,gender,event_id,swim_time_relay_as_time,sort_order,alt_adjust_flag,converted_time_flag,standard_name,rank,leg1_full_name,leg2_full_name,leg3_full_name,leg4_full_name,club_secondary_team_id,secondary_organization_level1_id,swim_time_relay1,eligible_yn,fina_points,meet_city,country_code,time_is_for_ineligible_secondary_team_yn
"16th FINA WORLD CHAMPIONSHIPS","3:31.10","8/9/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","JPN","Japan","M","81","1/1/1900 12:03:31 AM","810","","","n/a","6","Irie, Ryosuke","Koseki, Yasuhiro","Fujii, Takuro","Shioura, Shinri","411","238","1/1/1900 12:03:31 AM","Y","0","Kazan","RUS","N"
"16th FINA WORLD CHAMPIONSHIPS","3:32.16","8/9/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","GER","Germany","M","81","1/1/1900 12:03:32 AM","810","","","n/a","7","Glania, Jan-Philip","Feldwehr, Hendrik","Deibler, Steffen","Fildebrandt, Christoph","387","284","1/1/1900 12:03:32 AM","Y","0","Kazan","RUS","N"
"2015 Pan American Games","3:32.68","7/18/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","BRA","Brazil","M","81","1/1/1900 12:03:32 AM","810","","","n/a","8","Guido, Guilherme A","Franca Silva, Felipe Alves","Mendes, Arthur","Chierighini, Marcelo","344","198","1/1/1900 12:03:32 AM","Y","0","Toronto","CAN","N"
"16th FINA WORLD CHAMPIONSHIPS","3:33.50","8/9/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","POL","Poland","M","81","1/1/1900 12:03:33 AM","810","","","n/a","9","Kawecki, Radoslaw","Stolarski, Marcin","Korzeniowski, Pawel","Czerniak, Konrad","465","297","1/1/1900 12:03:33 AM","Y","0","Kazan","RUS","N"
"Sa National Aquatic Championships","3:33.80","4/10/2016","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","RSA","South Africa","M","81","1/1/1900 12:03:33 AM","810","","","n/a","10","Reid, Christopher Patrick","van der Burgh, Cameron","le Clos, Chad","Justus, Calvyn D","490","314","1/1/1900 12:03:33 AM","Y","0","Durban","RSA","N"
"LEN: European Championships","3:34.12","5/22/2016","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","HUN","Hungary","M","81","1/1/1900 12:03:34 AM","810","","","n/a","11","Balog, Gabor","Financsek, Gabor","Cseh, Laszlo","Bohus, Richard","400","138","1/1/1900 12:03:34 AM","Y","0","London","GBR","N"
"2015 Pan American Games","3:34.40","7/18/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","CAN","Canada","M","81","1/1/1900 12:03:34 AM","810","","","n/a","12","Wood, Russell","Funk, Richard","Condorelli, Santo Yukio","Kisil, Yuri","352","132","1/1/1900 12:03:34 AM","Y","0","Toronto","CAN","N"
"LEN: European Championships","3:34.41","5/22/2016","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","GRE","Greece","M","81","1/1/1900 12:03:34 AM","810","","","n/a","13","Christou, Apostolos","Samilidis, Panagiotis","Vazaios, Andreas","Gkolomeev, Kristian","391","286","1/1/1900 12:03:34 AM","Y","0","London","GBR","N"
"16th FINA WORLD CHAMPIONSHIPS","3:34.59","8/9/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","ITA","Italy","M","81","1/1/1900 12:03:34 AM","810","","","n/a","14","Sabbioni, Simone","Toniato, Andrea","Rivolta, Matteo","Orsi, Marco","408","288","1/1/1900 12:03:34 AM","Y","0","Kazan","RUS","N"
"16th FINA WORLD CHAMPIONSHIPS","3:35.21","8/9/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","CHN","China","M","81","1/1/1900 12:03:35 AM","810","","","n/a","15","Xu, Jiayu","Li, Xiang","LI, Zhuhao","Lin, Yongqing","462","231","1/1/1900 12:03:35 AM","Y","0","Kazan","RUS","N"
"16th FINA WORLD CHAMPIONSHIPS","3:35.30","8/9/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","LTU","Lithuania","M","81","1/1/1900 12:03:35 AM","810","","","n/a","16","Rapsys, Danas","Titenis, Giedrius","Duskinas, Tadas","Sadauskas, Mindaugas","425","291","1/1/1900 12:03:35 AM","Y","0","Kazan","RUS","N"
"Open Championship of The Republic of Belarus  ","3:36.56","4/21/2016","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","BLR","Belarus","M","81","1/1/1900 12:03:36 AM","810","","","n/a","17","Tsmyh, Mikita","Shymanovich, Ilya","Sankovich, Pavel","Tsurkin, Yauhen","337","274","1/1/1900 12:03:36 AM","Y","0","Brest","BLR","N"
"XLIII Campeonato Sudamericano","3:36.88","3/30/2016","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","VEN","Venezuela","M","81","1/1/1900 12:03:36 AM","810","","","n/a","18","Molina, Robinson","Claverie, Carlos Eduardo","Subirats, Albert A","Quintero, Cristian","519","225","1/1/1900 12:03:36 AM","Y","0","Asuncion","PAR","N"
"LEN: European Championships","3:37.39","5/22/2016","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","SWE","Sweden","M","81","1/1/1900 12:03:37 AM","810","","","n/a","19","Carlsson, Mattias","Skagius, Johannes","Bjork, Jesper","Eliasson, Isak","497","300","1/1/1900 12:03:37 AM","Y","0","London","GBR","N"
"LEN: European Championships","3:37.47","5/22/2016","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","IRL","Ireland","M","81","1/1/1900 12:03:37 AM","810","","","n/a","20","Ryan, Shane Patrick","Quinn, Nicholas","Hyland, Brendan","Coulter, Curtis","406","139","1/1/1900 12:03:37 AM","Y","0","London","GBR","N"
"28th SEA Games 2015","3:38.25","6/6/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","SIN","Singapore","M","81","1/1/1900 12:03:38 AM","810","","","n/a","21","Quah, Zheng Wen","Khoo, Chien Yin Lionel","Schooling, Joseph Isaac","LIM, YONG EN CLEMENT","485","258","1/1/1900 12:03:38 AM","Y","0","Singapore","SIN","N"
"16th FINA WORLD CHAMPIONSHIPS","3:38.69","8/9/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","NZL","New Zealand","M","81","1/1/1900 12:03:38 AM","810","","","n/a","22","Main, Corey Charles Garth","Snyders, Glenn A","Ashby, Bradlee L","Stanley, Matthew D","449","148","1/1/1900 12:03:38 AM","Y","0","Kazan","RUS","N"
"16th FINA WORLD CHAMPIONSHIPS","3:38.94","8/9/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","SUI","Switzerland","M","81","1/1/1900 12:03:38 AM","810","","","n/a","23","Liess, Nils","Kaeser, Yannick","Van Duijn, Nico","Haldemann, Alexandre","498","299","1/1/1900 12:03:38 AM","Y","0","Kazan","RUS","N"
"2015 Pan American Games","3:39.17","7/18/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","ARG","Argentina","M","81","1/1/1900 12:03:39 AM","810","","","n/a","24","Grabich, Federico","Miguelena, Facundo","Grassi, Santiago","Aguilera, Matias","327","192","1/1/1900 12:03:39 AM","Y","0","Toronto","CAN","N"
"16th FINA WORLD CHAMPIONSHIPS","3:40.46","8/9/2015","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","TUR","Turkey","M","81","1/1/1900 12:03:40 AM","810","","","n/a","25","Tekin, Doruk","Atasoy, Demir","Ayar, Kaan Tuerker","Gurdal, Kemal Arda","508","301","1/1/1900 12:03:40 AM","Y","0","Kazan","RUS","N"
"LEN: European Championships","3:40.46","5/22/2016","400 M MED-R LCM","4x100 Metres Medley Relay Male LC","BEL","Belgium","M","81","1/1/1900 12:03:40 AM","810","","","n/a","25","Van Audekerke, Nils","Coreelman, Jonas","Croenen, Louis","Timmers, Pieter","338","272","1/1/1900 12:03:40 AM","Y","0","London","GBR","N"
